Column1,id,title,context,question,answers,modified_question (GPT 3.5 Turbo),modified_question
658,2.73E+11,غزوة بدر,"غزوة بدر (وتُسمى أيضاً غزوة بدر الكبرى وبدر القتال ويوم الفرقان) هي غزوة وقعت في السابع عشر من رمضان في العام الثاني من الهجرة (الموافق 13 مارس 624م) بين المسلمين بقيادة رسول الإسلام محمد، وقبيلة قريش ومن حالفها من العرب بقيادة عمرو بن هشام المخزومي القرشي. بدأت المعركة بمحاولة المسلمين اعتراضَ عيرٍ لقريشٍ متوجهةٍ من الشام إلى مكة يقودها أبو سفيان بن حرب، ولكن أبا سفيان تمكن من الفرار بالقافلة، وأرسل رسولاً إلى قريش يطلب عونهم ونجدتهم، فاستجابت قريشٌ وخرجت لقتال المسلمين. كان عددُ المسلمين في غزوة بدر ثلاثمائة وبضعة عشر رجلاً، معهم فَرَسان وسبعون جملاً، وكان تعدادُ جيش قريش ألفَ رجلٍ معهم مئتا فرس، أي كانوا يشكِّلون ثلاثة أضعاف جيش المسلمين من حيث العدد تقريباً. وانتهت غزوة بدر بانتصار المسلمين على قريش وقتل قائدهم عمرو بن هشام، وكان عدد من قُتل من قريش في غزوة بدر سبعين رجلاً وأُسر منهم سبعون آخرون، أما المسلمون فلم يُقتل منهم سوى أربعة عشر رجلاً، ستة منهم من المهاجرين وثمانية من الأنصار. تمخَّضت عن غزوة بدر عدة نتائج نافعةٍ بالنسبة للمسلمين، منها أنهم أصبحوا مهابين في المدينة وما جاورها، وأصبح لدولتهم مصدرٌ جديدٌ للدخل وهو غنائم المعارك، وبذلك تحسّن حالُ المسلمين الماديّ والاقتصاديّ والمعنويّ.",بين من كانت المعركة؟,"{'text': array(['بين المسلمين بقيادة رسول الإسلام محمد، وقبيلة قريش ومن حالفها من العرب بقيادة عمرو'],
      dtype=object), 'answer_start': array([150], dtype=int32)}",من خلال القادة الذين قادوا الجيشين في المعركة؟,بين من كانت المعركة؟
659,1.45E+11,غزوة بدر,"غزوة بدر (وتُسمى أيضاً غزوة بدر الكبرى وبدر القتال ويوم الفرقان) هي غزوة وقعت في السابع عشر من رمضان في العام الثاني من الهجرة (الموافق 13 مارس 624م) بين المسلمين بقيادة رسول الإسلام محمد، وقبيلة قريش ومن حالفها من العرب بقيادة عمرو بن هشام المخزومي القرشي. بدأت المعركة بمحاولة المسلمين اعتراضَ عيرٍ لقريشٍ متوجهةٍ من الشام إلى مكة يقودها أبو سفيان بن حرب، ولكن أبا سفيان تمكن من الفرار بالقافلة، وأرسل رسولاً إلى قريش يطلب عونهم ونجدتهم، فاستجابت قريشٌ وخرجت لقتال المسلمين. كان عددُ المسلمين في غزوة بدر ثلاثمائة وبضعة عشر رجلاً، معهم فَرَسان وسبعون جملاً، وكان تعدادُ جيش قريش ألفَ رجلٍ معهم مئتا فرس، أي كانوا يشكِّلون ثلاثة أضعاف جيش المسلمين من حيث العدد تقريباً. وانتهت غزوة بدر بانتصار المسلمين على قريش وقتل قائدهم عمرو بن هشام، وكان عدد من قُتل من قريش في غزوة بدر سبعين رجلاً وأُسر منهم سبعون آخرون، أما المسلمون فلم يُقتل منهم سوى أربعة عشر رجلاً، ستة منهم من المهاجرين وثمانية من الأنصار. تمخَّضت عن غزوة بدر عدة نتائج نافعةٍ بالنسبة للمسلمين، منها أنهم أصبحوا مهابين في المدينة وما جاورها، وأصبح لدولتهم مصدرٌ جديدٌ للدخل وهو غنائم المعارك، وبذلك تحسّن حالُ المسلمين الماديّ والاقتصاديّ والمعنويّ.",كم كتن عدد المسلمين؟,"{'text': array(['ثلاثمائة وبضعة عشر رجلاً،'], dtype=object), 'answer_start': array([507], dtype=int32)}",كم عدد المسلمين الذين شاركوا في المعركة؟,كم عدد المسلمين الذين شاركوا في المعركة؟
660,3.29E+11,غزوة بدر,"خرج رسول الإسلام محمد في شهري جمادى الأولى وجمادى الآخرة سنة 2 هـ في مئة وخمسين أو مئتين من المهاجرين لاعتراض عير لقريش ذاهبة من مكة إلى الشام، فلما وصل مكاناً يُسمى ""ذا العشيرة"" وجد العير قد فاتته بأيام. فلما اقترب رجوع العير من الشام إلى مكة، بعث الرسول محمدٌ طلحة بن عبيد الله وسعيد بن زيد إلى الشَّمال ليقوما باكتشاف خبرها، فوصلا إلى منطقة تسمى الحوراء، ومكثا حتى مر بهما أبو سفيان بن حرب بالعير، فأسرعا إلى المدينة وأخبرا الرسول محمداً بالخبر. وقد كانت هذه العير قافلةً تجاريةً كبيرةً قادمةً من الشام تحمل أموالاً عظيمةً لقريش، وكان يقودها أبو سفيان، ويقوم على حراستها بين ثلاثين وأربعين رجلاً.",من كان يقود القافلة؟,"{'text': array(['أبو سفيان'], dtype=object), 'answer_start': array([376], dtype=int32)}",من كان يقود القافلة؟,من كان يقود القافلة؟
661,5.47E+11,غزوة بدر,"خرج رسول الإسلام محمد في شهري جمادى الأولى وجمادى الآخرة سنة 2 هـ في مئة وخمسين أو مئتين من المهاجرين لاعتراض عير لقريش ذاهبة من مكة إلى الشام، فلما وصل مكاناً يُسمى ""ذا العشيرة"" وجد العير قد فاتته بأيام. فلما اقترب رجوع العير من الشام إلى مكة، بعث الرسول محمدٌ طلحة بن عبيد الله وسعيد بن زيد إلى الشَّمال ليقوما باكتشاف خبرها، فوصلا إلى منطقة تسمى الحوراء، ومكثا حتى مر بهما أبو سفيان بن حرب بالعير، فأسرعا إلى المدينة وأخبرا الرسول محمداً بالخبر. وقد كانت هذه العير قافلةً تجاريةً كبيرةً قادمةً من الشام تحمل أموالاً عظيمةً لقريش، وكان يقودها أبو سفيان، ويقوم على حراستها بين ثلاثين وأربعين رجلاً.",كم رجلاً كان يحرسون القافلة؟,"{'text': array(['ثلاثين وأربعين رجلاً.'], dtype=object), 'answer_start': array([578], dtype=int32)}",كم رجلاً كانوا يحرسون القافلة؟,كم رجلاً كانوا يحرسون القافلة؟
662,7.63E+11,غزوة بدر,"خرج رسول الإسلام محمد في شهري جمادى الأولى وجمادى الآخرة سنة 2 هـ في مئة وخمسين أو مئتين من المهاجرين لاعتراض عير لقريش ذاهبة من مكة إلى الشام، فلما وصل مكاناً يُسمى ""ذا العشيرة"" وجد العير قد فاتته بأيام. فلما اقترب رجوع العير من الشام إلى مكة، بعث الرسول محمدٌ طلحة بن عبيد الله وسعيد بن زيد إلى الشَّمال ليقوما باكتشاف خبرها، فوصلا إلى منطقة تسمى الحوراء، ومكثا حتى مر بهما أبو سفيان بن حرب بالعير، فأسرعا إلى المدينة وأخبرا الرسول محمداً بالخبر. وقد كانت هذه العير قافلةً تجاريةً كبيرةً قادمةً من الشام تحمل أموالاً عظيمةً لقريش، وكان يقودها أبو سفيان، ويقوم على حراستها بين ثلاثين وأربعين رجلاً.",من بعث الرسول محمد ليكتشف خبر القافلة؟,"{'text': array(['طلحة بن عبيد الله وسعيد بن زيد'], dtype=object), 'answer_start': array([262], dtype=int32)}",من بعث الرسول محمد ليكتشف خبر القافلة؟,من بعث الرسول محمد ليكتشف خبر القافلة؟
663,6.36E+11,غزوة بدر,"لقد أرسل الرسول محمدٌ بَسْبَس بن عمرو ليقوم بجمع المعلومات عن القافلة، فلما عاد بسبس بالخبر اليقين، ندب الرسول محمدٌ أصحابه للخروج وقال لهم: ، ولكن الرسول محمداً لم يعزم على أحد بالخروج، لأنه لم يكن يتوقع عند هذا الخروج أنه خارج للقتال في معركة مع قريش، ولذلك تخلَّف كثير من الصحابة في المدينة، ولم يُنكِر على أحد تخلفه في هذه الغزوة، ومن المؤكد أنه حين خرج الرسول محمد من المدينة لم يكن في نيته قتال، وإنما كان قصده عيرَ قريشٍ التي كانت فيها أموالٌ كان جزءٌ منها للمهاجرين المسلمين من أهل مكة، وقد استولت عليها قريش ظلمًا وعدوانًا.",من أرسل الرسول محمد ليقوم بجمع المعلومات عن القافلة؟,"{'text': array(['محمدٌ بَسْبَس بن عمرو'], dtype=object), 'answer_start': array([16], dtype=int32)}",من أُرسل من قبل الرسول محمد ليقوم بجمع المعلومات عن القافلة؟,من أُرسل من قبل الرسول محمد ليقوم بجمع المعلومات عن القافلة؟
664,4.17E+11,غزوة بدر,"لقد أرسل الرسول محمدٌ بَسْبَس بن عمرو ليقوم بجمع المعلومات عن القافلة، فلما عاد بسبس بالخبر اليقين، ندب الرسول محمدٌ أصحابه للخروج وقال لهم: ، ولكن الرسول محمداً لم يعزم على أحد بالخروج، لأنه لم يكن يتوقع عند هذا الخروج أنه خارج للقتال في معركة مع قريش، ولذلك تخلَّف كثير من الصحابة في المدينة، ولم يُنكِر على أحد تخلفه في هذه الغزوة، ومن المؤكد أنه حين خرج الرسول محمد من المدينة لم يكن في نيته قتال، وإنما كان قصده عيرَ قريشٍ التي كانت فيها أموالٌ كان جزءٌ منها للمهاجرين المسلمين من أهل مكة، وقد استولت عليها قريش ظلمًا وعدوانًا.",هل أنكر الرسول محمد على أصحابه الذين لم يخرجوا؟,"{'text': array(['ولم يُنكِر على أحد تخلفه في هذه الغزوة،'], dtype=object), 'answer_start': array([295], dtype=int32)}",هل أنكر الرسول محمد على أصحابه الذين لم يخرجوا؟,هل أنكر الرسول محمد على أصحابه الذين لم يخرجوا؟
665,7.56E+11,غزوة بدر,"لقد أرسل الرسول محمدٌ بَسْبَس بن عمرو ليقوم بجمع المعلومات عن القافلة، فلما عاد بسبس بالخبر اليقين، ندب الرسول محمدٌ أصحابه للخروج وقال لهم: ، ولكن الرسول محمداً لم يعزم على أحد بالخروج، لأنه لم يكن يتوقع عند هذا الخروج أنه خارج للقتال في معركة مع قريش، ولذلك تخلَّف كثير من الصحابة في المدينة، ولم يُنكِر على أحد تخلفه في هذه الغزوة، ومن المؤكد أنه حين خرج الرسول محمد من المدينة لم يكن في نيته قتال، وإنما كان قصده عيرَ قريشٍ التي كانت فيها أموالٌ كان جزءٌ منها للمهاجرين المسلمين من أهل مكة، وقد استولت عليها قريش ظلمًا وعدوانًا.",هل كان في نية الرسول محمد القتال؟,"{'text': array(['وإنما كان قصده عيرَ قريشٍ التي كانت فيها أموالٌ كان جزءٌ منها للمهاجرين المسلمين'],
      dtype=object), 'answer_start': array([402], dtype=int32)}",هل كانت نية الرسول محمد القتال؟,هل كانت نية الرسول محمد القتال؟
666,9.92E+11,عثمان الأول,"أَبُو المُلُوك السُّلطان الغازي فخرُ الدين قره عُثمان خان الأوَّل بن أرطُغرُل بن سُليمان شاه القايوي التُركماني (بالتُركيَّة العُثمانيَّة: أبو المُلوك غازى سُلطان عُثمان خان أول بن ارطُغرُل؛ وبالتُركيَّة المُعاصرة: Sultan Osman Gazi Han ben Ertuğrul)، ويُعرف كذلك باسم عُثمان بك (بالتُركيَّة المُعاصرة: Osman Bey) وقره عُثمان (بالتُركيَّة المُعاصرة: Kara Osman)؛ هو زعيم عشيرة قايى التُركيَّة وعامل سلاجقة الروم على إحدى إمارات الثُغور الأناضوليَّة ومُؤسس السُلالة العُثمانيَّة التي حكمت البلقان والأناضول والمشرق العربي وشمال أفريقيا طيلة 600 عام إلى أن انقضى أجلها مع إعلان قيام الجُمهوريَّة التُركيَّة سنة 1922م. وُلد عُثمان الأوَّل سنة 656هـ المُوافقة لِسنة 1258م، للأمير أرطُغرُل الغازي، عامل سلاجقة الروم على إحدى الثُغور المُطلَّة على بحر مرمرة، وحليمة خاتون. وصُودف أن يُولد في ذات اليوم الذي غزا خلاله المغول مدينة بغداد عاصمة الدولة العبَّاسيَّة وحاضرة الخِلافة الإسلاميَّة، الأمر الذي جعل المُؤرخين العُثمانيين اللاحقين يربطون بين الحدثين بِطريقةٍ دراماتيكيَّة. تولّى عُثمان شؤون الإمارة وزعامة العشيرة بعد وفاة والده، فأخلص الولاء للسلطنة السُلجوقيَّة الروميَّة على الرُغم مما كانت تتخبَّط فيه من اضطراب وما كان يتهدَّدها من أخطار. وفي سنة 1295م شرع عُثمان بمُهاجمة الثُغور البيزنطيَّة باسم السُلطان السُلجوقي والخليفة العبَّاسي، ففتح عدَّة حُصون وقاد عشيرته إلى سواحل بحر مرمرة والبحر الأسود. وحين تغلَّب المغول على سلاجقة الروم وقضوا على دولتهم، سارع عُثمان إلى إعلان استقلاله عن السلاجقة، فكان بذلك المُؤسس الحقيقي لِدولةٍ تُركيَّةٍ كُبرى نُسبت إليه فيما بعد، فعُرفت «بالعُثمانيَّة». وظلَّ عُثمان يحكم الدولة الجديدة بصفته سُلطانًا مُستقلًّا حتَّى سنة 1326م. وفي هذه السنة فتح ابنه أورخان مدينة بورصة الواقعة على مقرُبة من بحر مرمرة، وكان عُثمان في هذه الفترة قد مرُض مرض الموت، وما لبث أن تُوفي، فنُقل جُثمانه إلى بورصة ودُفن فيها، الأمر الذي جعل للمدينة رمزيَّة كبيرة عند العُثمانيين لاحقًا. أمَّا خُلفائه وذُريَّته فقد تابعوا الحملات التي بدأ فيها حتَّى أواسط القرن السَّابع عشر الميلاديّ، مُحولين الإمارة التي وضع أُسسها إلى إمبراطوريَّة عالميَّة.",متى ولد عثمان الأول؟,"{'text': array(['سنة 656هـ المُوافقة لِسنة 1258م،'], dtype=object), 'answer_start': array([636], dtype=int32)}",متى ولد عثمان الأول؟,متى ولد عثمان الأول؟
667,3.53E+11,عثمان الأول,"أَبُو المُلُوك السُّلطان الغازي فخرُ الدين قره عُثمان خان الأوَّل بن أرطُغرُل بن سُليمان شاه القايوي التُركماني (بالتُركيَّة العُثمانيَّة: أبو المُلوك غازى سُلطان عُثمان خان أول بن ارطُغرُل؛ وبالتُركيَّة المُعاصرة: Sultan Osman Gazi Han ben Ertuğrul)، ويُعرف كذلك باسم عُثمان بك (بالتُركيَّة المُعاصرة: Osman Bey) وقره عُثمان (بالتُركيَّة المُعاصرة: Kara Osman)؛ هو زعيم عشيرة قايى التُركيَّة وعامل سلاجقة الروم على إحدى إمارات الثُغور الأناضوليَّة ومُؤسس السُلالة العُثمانيَّة التي حكمت البلقان والأناضول والمشرق العربي وشمال أفريقيا طيلة 600 عام إلى أن انقضى أجلها مع إعلان قيام الجُمهوريَّة التُركيَّة سنة 1922م. وُلد عُثمان الأوَّل سنة 656هـ المُوافقة لِسنة 1258م، للأمير أرطُغرُل الغازي، عامل سلاجقة الروم على إحدى الثُغور المُطلَّة على بحر مرمرة، وحليمة خاتون. وصُودف أن يُولد في ذات اليوم الذي غزا خلاله المغول مدينة بغداد عاصمة الدولة العبَّاسيَّة وحاضرة الخِلافة الإسلاميَّة، الأمر الذي جعل المُؤرخين العُثمانيين اللاحقين يربطون بين الحدثين بِطريقةٍ دراماتيكيَّة. تولّى عُثمان شؤون الإمارة وزعامة العشيرة بعد وفاة والده، فأخلص الولاء للسلطنة السُلجوقيَّة الروميَّة على الرُغم مما كانت تتخبَّط فيه من اضطراب وما كان يتهدَّدها من أخطار. وفي سنة 1295م شرع عُثمان بمُهاجمة الثُغور البيزنطيَّة باسم السُلطان السُلجوقي والخليفة العبَّاسي، ففتح عدَّة حُصون وقاد عشيرته إلى سواحل بحر مرمرة والبحر الأسود. وحين تغلَّب المغول على سلاجقة الروم وقضوا على دولتهم، سارع عُثمان إلى إعلان استقلاله عن السلاجقة، فكان بذلك المُؤسس الحقيقي لِدولةٍ تُركيَّةٍ كُبرى نُسبت إليه فيما بعد، فعُرفت «بالعُثمانيَّة». وظلَّ عُثمان يحكم الدولة الجديدة بصفته سُلطانًا مُستقلًّا حتَّى سنة 1326م. وفي هذه السنة فتح ابنه أورخان مدينة بورصة الواقعة على مقرُبة من بحر مرمرة، وكان عُثمان في هذه الفترة قد مرُض مرض الموت، وما لبث أن تُوفي، فنُقل جُثمانه إلى بورصة ودُفن فيها، الأمر الذي جعل للمدينة رمزيَّة كبيرة عند العُثمانيين لاحقًا. أمَّا خُلفائه وذُريَّته فقد تابعوا الحملات التي بدأ فيها حتَّى أواسط القرن السَّابع عشر الميلاديّ، مُحولين الإمارة التي وضع أُسسها إلى إمبراطوريَّة عالميَّة.",متى قامت الجمهورية التركية؟,"{'text': array(['1922م.'], dtype=object), 'answer_start': array([609], dtype=int32)}",متى أعلنت الجمهورية التركية؟,متى قامت الجمهورية التركية؟
668,5.01E+11,عثمان الأول,"أَبُو المُلُوك السُّلطان الغازي فخرُ الدين قره عُثمان خان الأوَّل بن أرطُغرُل بن سُليمان شاه القايوي التُركماني (بالتُركيَّة العُثمانيَّة: أبو المُلوك غازى سُلطان عُثمان خان أول بن ارطُغرُل؛ وبالتُركيَّة المُعاصرة: Sultan Osman Gazi Han ben Ertuğrul)، ويُعرف كذلك باسم عُثمان بك (بالتُركيَّة المُعاصرة: Osman Bey) وقره عُثمان (بالتُركيَّة المُعاصرة: Kara Osman)؛ هو زعيم عشيرة قايى التُركيَّة وعامل سلاجقة الروم على إحدى إمارات الثُغور الأناضوليَّة ومُؤسس السُلالة العُثمانيَّة التي حكمت البلقان والأناضول والمشرق العربي وشمال أفريقيا طيلة 600 عام إلى أن انقضى أجلها مع إعلان قيام الجُمهوريَّة التُركيَّة سنة 1922م. وُلد عُثمان الأوَّل سنة 656هـ المُوافقة لِسنة 1258م، للأمير أرطُغرُل الغازي، عامل سلاجقة الروم على إحدى الثُغور المُطلَّة على بحر مرمرة، وحليمة خاتون. وصُودف أن يُولد في ذات اليوم الذي غزا خلاله المغول مدينة بغداد عاصمة الدولة العبَّاسيَّة وحاضرة الخِلافة الإسلاميَّة، الأمر الذي جعل المُؤرخين العُثمانيين اللاحقين يربطون بين الحدثين بِطريقةٍ دراماتيكيَّة. تولّى عُثمان شؤون الإمارة وزعامة العشيرة بعد وفاة والده، فأخلص الولاء للسلطنة السُلجوقيَّة الروميَّة على الرُغم مما كانت تتخبَّط فيه من اضطراب وما كان يتهدَّدها من أخطار. وفي سنة 1295م شرع عُثمان بمُهاجمة الثُغور البيزنطيَّة باسم السُلطان السُلجوقي والخليفة العبَّاسي، ففتح عدَّة حُصون وقاد عشيرته إلى سواحل بحر مرمرة والبحر الأسود. وحين تغلَّب المغول على سلاجقة الروم وقضوا على دولتهم، سارع عُثمان إلى إعلان استقلاله عن السلاجقة، فكان بذلك المُؤسس الحقيقي لِدولةٍ تُركيَّةٍ كُبرى نُسبت إليه فيما بعد، فعُرفت «بالعُثمانيَّة». وظلَّ عُثمان يحكم الدولة الجديدة بصفته سُلطانًا مُستقلًّا حتَّى سنة 1326م. وفي هذه السنة فتح ابنه أورخان مدينة بورصة الواقعة على مقرُبة من بحر مرمرة، وكان عُثمان في هذه الفترة قد مرُض مرض الموت، وما لبث أن تُوفي، فنُقل جُثمانه إلى بورصة ودُفن فيها، الأمر الذي جعل للمدينة رمزيَّة كبيرة عند العُثمانيين لاحقًا. أمَّا خُلفائه وذُريَّته فقد تابعوا الحملات التي بدأ فيها حتَّى أواسط القرن السَّابع عشر الميلاديّ، مُحولين الإمارة التي وضع أُسسها إلى إمبراطوريَّة عالميَّة.",لمن ولد عثمان الأول؟,"{'text': array(['للأمير أرطُغرُل الغازي،'], dtype=object), 'answer_start': array([669], dtype=int32)}",لمن ولد عثمان الأول؟,لمن ولد عثمان الأول؟
669,6.77E+11,عثمان الأول,"رُغم شُيوع لقب «السُلطان» أو «الپاديشاه» والتصاقه بعُثمان الأوَّل إلَّا أنَّه لم يكن سُلطانًا فعليًّا في زمانه، وإنما لُقب بذلك لاحقًا لاعتباره مُؤسس سُلالة السلاطين العُثمانيين. اشتهر عُثمان الأوَّل ببساطة العيش والملبس لِتأثره بِمُعتقدات الدراويش الصوفيَّة، وكان بعيدًا عن الترف والبذخ، فحافظ على نمط حياته كشيخٍ لِعشيرة قايى، وحافظ على التقاليد التُركيَّة القديمة التي تحكم العلاقة بين الشيخ وأفراد العشيرة، وهي تقاليد سابقة على الإسلام لم يهجرها التُرك لِعدم تعارضها مع تعاليم الشريعة الإسلاميَّة.",بماذا تأثر عثمان الأول؟,"{'text': array(['لِتأثره بِمُعتقدات الدراويش الصوفيَّة،'], dtype=object), 'answer_start': array([221], dtype=int32)}",بماذا تأثر عثمان الأول؟,بماذا تأثر عثمان الأول؟
670,1.99E+11,عثمان الأول,"رُغم شُيوع لقب «السُلطان» أو «الپاديشاه» والتصاقه بعُثمان الأوَّل إلَّا أنَّه لم يكن سُلطانًا فعليًّا في زمانه، وإنما لُقب بذلك لاحقًا لاعتباره مُؤسس سُلالة السلاطين العُثمانيين. اشتهر عُثمان الأوَّل ببساطة العيش والملبس لِتأثره بِمُعتقدات الدراويش الصوفيَّة، وكان بعيدًا عن الترف والبذخ، فحافظ على نمط حياته كشيخٍ لِعشيرة قايى، وحافظ على التقاليد التُركيَّة القديمة التي تحكم العلاقة بين الشيخ وأفراد العشيرة، وهي تقاليد سابقة على الإسلام لم يهجرها التُرك لِعدم تعارضها مع تعاليم الشريعة الإسلاميَّة.",بماذا اشتهر عثمان الأول؟,"{'text': array(['ببساطة العيش والملبس'], dtype=object), 'answer_start': array([200], dtype=int32)}",بماذا اشتهر عثمان الأول؟,بماذا اشتهر عثمان الأول؟
671,2.28E+11,عثمان الأول,"رُغم شُيوع لقب «السُلطان» أو «الپاديشاه» والتصاقه بعُثمان الأوَّل إلَّا أنَّه لم يكن سُلطانًا فعليًّا في زمانه، وإنما لُقب بذلك لاحقًا لاعتباره مُؤسس سُلالة السلاطين العُثمانيين. اشتهر عُثمان الأوَّل ببساطة العيش والملبس لِتأثره بِمُعتقدات الدراويش الصوفيَّة، وكان بعيدًا عن الترف والبذخ، فحافظ على نمط حياته كشيخٍ لِعشيرة قايى، وحافظ على التقاليد التُركيَّة القديمة التي تحكم العلاقة بين الشيخ وأفراد العشيرة، وهي تقاليد سابقة على الإسلام لم يهجرها التُرك لِعدم تعارضها مع تعاليم الشريعة الإسلاميَّة.",أي سلالة أسسها عثمان الأول؟,"{'text': array(['سُلالة السلاطين العُثمانيين.'], dtype=object), 'answer_start': array([150], dtype=int32)}",أي سلالة أسسها عثمان الأول؟,أي سلالة أسسها عثمان الأول؟
672,2.4E+11,عثمان الأول,"تُشيرُ أغلب الدراسات إلى أنَّ التُرك العُثمانيين ينتسبون إلى عشيرة قايى التُركيَّة الغُزيَّة (الأوغوزيَّة) التي دفعها تقدُّم المغول في أوائل القرن الثالث عشر الميلاديّ إلى الهرب غربًا صوب الأناضول حيثُ سكنت في منطقة تابعة لِسلطنة سلاجقة الروم. بينما تُشيرُ دراساتٍ أُخرى إلى أنَّ عشيرة قايى انتقلت قبل نحو قرنين من هذا التاريخ مع بني سُلجوق من ما وراء النهر إلى خُراسان نحو سنة 1040م وسكنت بجوار مدينة مرّو، ثُمَّ ارتحلت مُجددًا إلى الأناضول الشرقيَّة بعد سنة 1071م. انخرطت تلك العشيرة وغيرها من العشائر التُركيَّة المُرتحلة في جيش السُلطان علاءُ الدين كيقباد الثاني وواجهت معه الهُجومات الخوارزميَّة والمغوليَّة والبيزنطيَّة التي تعرَّضت لها دولته، وكانت عشيرة قايى بِزعامة قائدها أرطُغرُل بن سُليمان شاه في مُقدمة الجُيوش السُلجوقيَّة على الدوام، وقد تمَّ النصر بفضلها عدَّة مرَّات، الأمر الذي دفع السُلطان علاء الدين إلى تلقيبها بِمُقدمة السُلطان، وكافأ أرطُغرُل بأن أقطع عشيرتهُ بعض الأراضي الخصبة قُرب أنقرة، وصار لا يعتمد في حُروبه مع مُجاوريه إلَّا عليه وعلى رجاله. وكان عقب كُل انتصار يُقطعهُ أراضي جديدة ويمنحهُ أموالًا جزيلة. وظلَّ أرطُغرُل حليفًا للسلاجقة حتَّى أقطعهُ السُلطان السُلجوقي منطقة في أقصى الشمال الغربي من الأناضول على الحُدود البيزنطيَّة، في المنطقة المعروفة باسم «سُكود» حول إسكي شهر، حيثُ بدأت العشيرة هُناك حياةً جديدة. ويبدو أنَّ السُلطان السُلجوقي رغب في استغلال مواهب العشيرة العسكريَّة والكفائة القتاليَّة العالية لِأبنائها لِحراسة الحُدود مع الروم، لِذلك منح العشيرة تلك الأراضي لِصد أي هُجوم بيزنطي على بلاده وبلاد المُسلمين. وظفر أرطُغرُل بِلقب «أوچ بكي»، أي «مُحافظ الحُدود»، وكان منح هذا اللقب يتماشى مع التقاليد التي درجت عليها الحُكومة السُلجوقيَّة، وهو منح أي رئيس عشيرة، يعظم أمره ويلحق به عدد من العشائر الصغيرة، لقب مُحافظ الحُدود. غير أنَّ أرطُغرُل كان ذا أطماعٍ سياسيَّة بعيدة، فلم يقنع بِهذه المنطقة التي أقطعهُ إيَّاها السُلطان السُلجوقي، ولا باللقب الذي ظفر به، ولا بِمُهمَّة حِراسة الحُدود والمُحافظة عليها؛ بل شرع يُهاجم باسم السُلطان مُمتلكات البيزنطيين في الأناضول، فانتزع منهم عدد من القُرى والبلدات، واستطاع أن يُوسِّع أراضيه خِلال مُدَّة نصف قرن قضاها كأمير على مُقاطعة حُدوديَّة، وتُوفي في سنة 680هـ المُوافقة لِسنة 1281م، عن عُمرٍ يُناهزُ تسعين سنة.",ما اللقب الذي ظفر به أرطغرل؟,"{'text': array(['بِلقب «أوچ بكي»، أي «مُحافظ الحُدود»،'], dtype=object), 'answer_start': array([1474], dtype=int32)}",ما اللقب الذي ظفر به أرطغرل؟,ما اللقب الذي ظفر به أرطغرل؟
